subject_id,predicate,object_id,support_count,avg_confidence,evidence_samples
ent:06a614ae58d655bc,ENABLES,ent:7e37ced25da1f3aa,1,0.6,"Combining LCC, TCO, and residual value assessments ensures that both financial and circular objectives are embedded"
ent:06a8711d8a83bb6e,INVOLVES,ent:40c47eebd4d670b2,1,0.6,"masonry materials (asphalt, bricks and concrete). Reclamation rates for high-value materials"
ent:06a8711d8a83bb6e,INVOLVES,ent:8727bae3c28a57de,1,0.6,"masonry materials (asphalt, bricks and concrete). Reclamation rates for high-value materials"
ent:06a8711d8a83bb6e,INVOLVES,ent:ad64eb5e9bbadd15,1,0.6,"masonry materials (asphalt, bricks and concrete). Reclamation rates for high-value materials"
ent:06beb5a067f1fcf6,APPLIES_IN,ent:f1c1ce4ea654af18,1,0.6,This annual report produced by Recycling Victoria provides Victorian specific construction and demolition sector performance
ent:07331cf7dd38fb22,ISSUED_BY,ent:ec615185d8da34a6,1,0.6,"the Circular Economy Ministerial Advisory Group (CEMAG) recommendations for harmonised regulation, Indigenous knowledge"
ent:0745be5e347ecafd,ENABLES,ent:58ecc79812b5ebaf,1,1.0,"EPR & public procurement. Circular KPIs, green economic incentives"
ent:0745be5e347ecafd,ENABLES,ent:b2c535c5bb5ae041,1,1.0,embedding circularity across public procurements
ent:0745be5e347ecafd,ENABLES,ent:c98a5155fb857ede,1,0.6,public procurement. Foster innovation & community business.
ent:0745be5e347ecafd,INVOLVES,ent:865a0203c5ba8e37,1,0.6,perceived risk of secondary materials in the procurement process.
ent:07c2bac1e18375ed,INVOLVES,ent:c67cf446864bc7ef,1,0.6,how governance interacts with the multiple agencies involved in construction waste management through policies
ent:08450f7781edbd0a,AFFECTS,ent:77fc848d6f480f0f,1,0.6,"Design in layers (Shearing/Brand model: Site, Structure, Skin, Service, Space, Stuff). Other harmful chemicals & gasses"
ent:08450f7781edbd0a,ENABLES,ent:794df9a4e86b8325,1,0.6,"Design in layers (Shearing/Brand model: Site, Structure, Skin, Service, Space, Stuff). Keeping products, materials, components, and buildings in use"
ent:087b6c367d0dcaee,AFFECTS,ent:94a8364620db5d58,1,1.0,Use financial incentives to promote responsible material recovery. By ensuring value retention of the deconstructed materials
ent:087b6c367d0dcaee,ENABLES,ent:00a9eed205ea8eae,1,1.0,Use financial incentives to promote responsible material recovery. By ensuring value retention of the deconstructed materials
ent:087b6c367d0dcaee,ENABLES,ent:08c0f7035e7a3457,1,0.6,"levies were more effective at CDW mitigation than financial incentives, achieving the targeted 30% reduction in CDW"
ent:087b6c367d0dcaee,ENABLES,ent:1283e56d0808022c,1,1.0,"enhancing stakeholder engagement and compliance through education, awareness programmes, and economic incentives"
ent:087b6c367d0dcaee,ENABLES,ent:72e1b84cf43c4010,1,0.6,economic incentives and policies that could foster more favourable market conditions for recycled and upcycled products
ent:087b6c367d0dcaee,ENABLES,ent:8bb1627054e77ecb,1,0.6,economic incentives and policies that could foster more favourable market conditions for recycled and upcycled products
ent:087b6c367d0dcaee,ENABLES,ent:94be4e277b4d96f9,1,0.6,Adaptive reuse and refurbishment can be supported by financial incentives including environmental
ent:087b6c367d0dcaee,ENABLES,ent:c98a5155fb857ede,1,0.6,"Circular KPIs, green economic incentives."
ent:093abe0c518d2803,PRODUCES,ent:b852276b112492bd,1,0.6,to reduce the need for virgin materials
ent:0960bbe00a0199e0,APPLIES_TO,ent:07fe2698efa3f167,1,1.0,"Conduct circularity audit. Systems including mechanical, electrical, and plumbing components (pipes, wiring, ducting, air handling, air conditioning units)"
ent:0960bbe00a0199e0,APPLIES_TO,ent:33cf47c6c8b2ccbc,1,1.0,"Conduct circularity audit. Façade / envelope (windows, doors, roofs, cladding)"
ent:0960bbe00a0199e0,APPLIES_TO,ent:4a4e4b9f78f125ad,1,1.0,"Conduct circularity audit. Structural components (steel beams, timber joists, beams etc., concrete slabs)"
ent:0960bbe00a0199e0,APPLIES_TO,ent:620a91f45da23da6,1,1.0,"Conduct circularity audit. Façade / envelope (windows, doors, roofs, cladding)"
ent:0960bbe00a0199e0,APPLIES_TO,ent:768c3c6f8ca318c3,1,1.0,"Conduct circularity audit. Structural components (steel beams, timber joists, beams etc., concrete slabs)"
ent:0960bbe00a0199e0,APPLIES_TO,ent:bc00634f0ef81beb,1,1.0,"Conduct circularity audit. Façade / envelope (windows, doors, roofs, cladding)"
ent:0960bbe00a0199e0,APPLIES_TO,ent:dac1b9152ff75d6f,1,1.0,"Conduct circularity audit. Structural components (steel beams, timber joists, beams etc., concrete slabs)"
ent:0960bbe00a0199e0,APPLIES_TO,ent:fa1c3f8f8f1a23e5,1,1.0,"Conduct circularity audit. Façade / envelope (windows, doors, roofs, cladding)"
ent:0960bbe00a0199e0,REFERENCES,ent:e2d1abb04d4bede4,1,1.0,"Circularity audits and EOU scenarios are closely linked, with audits identifying materials suitable for EOU strategies"
ent:0975664308a085ac,INVOLVES,ent:6cb30efbd41112c6,1,1.0,soft strip / hard demolition | Break out components for access
ent:0975664308a085ac,PRODUCES,ent:f8cd982804c0959f,1,1.0,"Enabling works, soft strip / hard demolition Break out components for access Principal contractor Site prepared for deconstruction"
ent:0975664308a085ac,REQUIRES,ent:7a75be4836b9c989,1,1.0,Understanding of loading bays and access prior to soft strip
ent:09bd490bf82777e6,BARRIERS,ent:b28fe31643a1778f,1,1.0,Supply (volumes and timings) Known High degree of certainty and possible to forecast Low degree of certainty and less possible to forecast
ent:09d6a7df680308ed,AFFECTS,ent:41d952a6c566a396,1,0.6,evaluation criteria used to assess projects' resource efficiency and C&D waste management
ent:09d6a7df680308ed,APPLIES_TO,ent:d948e6c3294a579f,1,0.6,evaluation criteria used to assess projects' resource efficiency and C&D waste management
ent:09d6a7df680308ed,ISSUED_BY,ent:61a4e4a2c0ecaf34,1,0.6,guideline outlines the evaluation criteria used to assess projects' resource efficiency and C&D waste management Council of Australia
ent:09e6876c9f220f2e,INVOLVES,ent:1283e56d0808022c,1,1.0,"Partnership development, stakeholder engagement"
ent:09e6876c9f220f2e,INVOLVES,ent:1c809a482153d032,1,1.0,"These partnerships should involve local authorities, developers, contractors, and stockholders"
ent:09e6876c9f220f2e,INVOLVES,ent:e1ae4a144bec5822,1,1.0,"These partnerships should involve local authorities, developers, contractors, and stockholders"
ent:09e6876c9f220f2e,INVOLVES,ent:e227499b8c472390,1,1.0,"These partnerships should involve local authorities, developers, contractors, and stockholders"
ent:09e6876c9f220f2e,PRODUCES,ent:ccefeb2a8a8a1696,1,1.0,"Local authorities/municipalities | Coordinated plans for material stock, demolition, and storage | Developers, contractors, stockholders, planners"
ent:0a65b40bd2b51cbf,APPLIES_IN,ent:49cca7bf3aeb25d9,1,0.6,Building circular in Brussels: An overview through 14 inspiring projects
ent:0abd312ca4876a4c,ISSUED_BY,ent:b275c656ce4bf0e5,1,1.0,"Bengt Dahlgren. Återbruksguiden för Installationer. Bengt Dahlgren, 2022"
ent:0b6861c7947ff158,ENABLES,ent:f69750f856d14ed1,1,0.6,"Continue to implement recommendations of the Productivity Commission Inquiry Report on Right to Repair (2021), especially where actions are relevant to product labelling schemes"
ent:0b6861c7947ff158,REFERENCES,ent:f69750f856d14ed1,1,0.6,"Continue to implement recommendations of the Productivity Commission Inquiry Report on Right to Repair (2021), especially where actions are relevant to product labelling schemes"
ent:0b8725ca8307e28c,INVOLVES,ent:1ba51c2f89940ccf,1,1.0,"Project planning involves the scheduling for dismantling components, defining work tasks, choosing the technology and estimating the required resources"
ent:0ba39c1080836926,APPLIES_TO,ent:572d627dbfc96530,1,1.0,"power poles and railway sleepers, for which there is strong demand in landscaping applications"
ent:0bcd5162032c8811,AFFECTS,ent:9b0c6344b2bc70d6,1,0.6,• Number of derelict buildings • Public sustainable procurement and empty homes • Patents for circular goods
ent:0bcd5162032c8811,ENABLES,ent:c7a68535667d7797,1,0.6,"sustainable procurement policies, with some explicitly promoting the adoption of circular practices or products"
ent:0bdc8e9d528bcba7,ENABLES,ent:58ecc79812b5ebaf,1,0.6,international standards (ISO 59000 series) now provide common frameworks for circular design and terminology.
ent:0c0da3fcfb13d01e,AFFECTS,ent:02c95ca2caf91411,1,1.0,"ISO 59020-aligned performance measurement, including embedding PC recommended metrics Targets by 2040 90% Resource Recovery rate"
ent:0c8f37a1a1e165b6,INVOLVES,ent:c2ea12f78cfa7279,1,0.6,continuation of its intended use or through possible future changes in use – with a focus on replacement and refurbishment
ent:0ce7d9d662791375,AFFECTS,ent:854f088ce6a50797,1,1.0,38% of demolition operators in NSW did not have any guideline to reuse building components
ent:0ce7d9d662791375,APPLIES_IN,ent:10baa5c198a8d030,1,1.0,38% of demolition operators in NSW did not have any guideline to reuse building components
ent:0cecba1e75b94d78,AFFECTS,ent:d05f4668fc4e3479,1,0.6,"provide clear guidance for integration into development plans of impact of density, infrastructure ratios"
ent:0cecba1e75b94d78,REFERENCES,ent:2b924d0b33cee0b0,1,0.6,Review Planning legislation in the context of circular economy and design principles
ent:0cecba1e75b94d78,REQUIRES,ent:00a9eed205ea8eae,1,0.6,"requirements for sustainable design, material recovery plans, and adaptive reuse"
ent:0cecba1e75b94d78,REQUIRES,ent:0efa1f91030e51a0,1,0.6,"requirements for sustainable design, material recovery plans, and adaptive reuse"
ent:0cecba1e75b94d78,REQUIRES,ent:4edd7429da7a6ad7,1,0.6,"requirements for sustainable design, material recovery plans, and adaptive reuse"
ent:0d7620dfc607f68c,REFERENCES,ent:b78c94a63dd2f627,2,0.6,"genuinely explore circular innovation before approaching the market, as highlighted in the CEMAG Interim Report (2024) | genuinely explore circular innovation before approaching the market, as highlighted in the CEMAG Interim Report (2024)"
ent:0dc6b41f19a42688,ENABLES,ent:92ec46a0aeedacb1,1,0.6,A foundational regulatory framework based on higher order CE strategies is needed to drive the construction
ent:0dc6b41f19a42688,INVOLVES,ent:a9d8695d95a9ae5c,1,0.6,The term deconstruction aligns with higher order R strategies like refurbish and repair
ent:0dde5e86e6b154bd,ENABLES,ent:507368ca0a1e9555,4,1.0,What market incentives are required to encourage circular economy building materials? | What market incentives are required to encourage circular economy building materials? | What market incentives are required to encourage circular economy building materials?
ent:0e83ff913154b59a,AFFECTS,ent:c2f6a9b66eec87d7,1,0.6,landfill taxes and the application of an aggregate levy facilitated a 70% decline in the amount of Construction and Demolition Waste (CDW) disposed to landfills
ent:0e83ff913154b59a,APPLIES_IN,ent:d5187b49ac595e36,1,0.6,the introduc/on of regula/ons to include a landfill levy per tonne should be considered at a rate similar to the UK
ent:0e83ff913154b59a,ENABLES,ent:08c0f7035e7a3457,1,0.6,landfill taxes and the application of an aggregate levy facilitated a 70% decline in the amount of Construction and Demolition Waste (CDW) disposed to landfills
ent:0e83ff913154b59a,ENABLES,ent:154b7a451d77c394,2,0.8,Introduce a backfill/landfill levy for construc/on and demoli/on materials at a rate similar to the UK of £3.25/tonne to encourage backfill/landfill diversion | the introduc/on of regula/ons to include a landfill levy per tonne should be considered
ent:0e83ff913154b59a,ENABLES,ent:aaa7f2cc90ceb789,1,0.6,Regulatory measures have proven effective in undergirding similar types of sectoral culture shifts from demolish and rebuild to repair and reuse
ent:0e8f0ead03d20197,ENABLES,ent:37f38b30d009dd0d,1,1.0,Establishing an interactive communication platform to enable the cooperation of demolition operators
ent:0e8f0ead03d20197,INVOLVES,ent:854f088ce6a50797,1,1.0,interactive communication platform to enable the cooperation of demolition operators with other parties
ent:0eafda4eab04f942,ENABLES,ent:b28fe31643a1778f,1,1.0,How does refurbishing reclaimed goods compare financially to purchasing new items? Are warranties and insurance available?
ent:0ece5959bb5ac790,INVOLVES,ent:18b96f214d981a70,1,0.6,"So instead of buying furniture, lighting systems, even lifts, the building owner can rent them"
ent:0ece5959bb5ac790,INVOLVES,ent:1b2bd51e9580a85a,1,0.6,Adopt strategies to minimise operational waste.
ent:0ece5959bb5ac790,INVOLVES,ent:5b8a8887c602a8fa,1,0.6,"So instead of buying furniture, lighting systems, even lifts, the building owner can rent them"
ent:0ece5959bb5ac790,INVOLVES,ent:6fed3caaeebbc977,1,0.6,Champion adaptation and flexibility.
ent:0ece5959bb5ac790,INVOLVES,ent:bfc75cb5740b24df,1,0.6,"Asset Owner/Occupiers, users and managers – Embrace circular initiatives such as hubs for upcycling, reuse, repairing and sharing."
ent:0ece5959bb5ac790,INVOLVES,ent:dd3a57eabf0a87ca,1,0.6,"So instead of buying furniture, lighting systems, even lifts, the building owner can rent them"
ent:0ece5959bb5ac790,REQUIRES,ent:ebf24303b55a7a7f,1,0.6,Champion adaptation and flexibility.
ent:0efa1f91030e51a0,APPLIES_IN,ent:10baa5c198a8d030,1,1.0,something relevant to many adaptive reuse projects in NSW/QLD
ent:0efa1f91030e51a0,APPLIES_IN,ent:baeafef57ac953cc,1,1.0,something relevant to many adaptive reuse projects in NSW/QLD
ent:0efa1f91030e51a0,APPLIES_TO,ent:5d27a8ca0a19ca25,1,1.0,planning for adaptive reuse and deconstruction in the end-of-life stage
ent:0efa1f91030e51a0,ENABLES,ent:072a72f9549bad67,1,0.6,Eight strategies for delivering circular buildings... Reuse and adaptive reuse
ent:0efa1f91030e51a0,ENABLES,ent:3083eb92d14ad785,1,1.0,"adaptive reuse, modular and prefabricated systems ... can reduce environmental burdens, enhance material efficiency, and offer cost and time savings"
ent:0efa1f91030e51a0,ENABLES,ent:5ec698dbe79e8235,1,1.0,expansion of service life through practices of adaptive reuse
ent:0efa1f91030e51a0,ENABLES,ent:795076d1795eb4bc,1,1.0,"adaptive reuse, modular and prefabricated systems, design for disassembly ... can reduce environmental burdens, enhance material efficiency"
ent:0efa1f91030e51a0,INVOLVES,ent:0d57b6bfa8d9a8bc,1,1.0,remove interior elements of a heritage facade building (to build a new structure behind) without jeopardizing the facade
ent:0efceea178c206e9,APPLIES_IN,ent:2ca69d28fbcb6e45,1,0.6,The circular economy is a growing concept in Australia. In the past waste management has typically focused on how to treat the waste
ent:0efceea178c206e9,BARRIERS,ent:57b0ad8daad8212c,1,0.6,the current focus on the built environment is more from a waste hierarchy point of view rather than a more systemic approach
ent:0efceea178c206e9,REFERENCES,ent:a0b817dbfb6a31a5,1,0.6,"The waste hierarchy expresses a preferential order to managing waste, and is embedded in state and territory policy frameworks"
ent:0efceea178c206e9,REQUIRES,ent:54c1c23bcc1db88d,1,0.6,"According to the waste hierarchy concept, waste recovery is the most preferred waste management method after waste minimisation"
ent:0efceea178c206e9,REQUIRES,ent:b11059d12993777f,1,1.0,"Retention of concrete structure in situ for as long as possible is the optimal scenario at a building's end of life, reflected higher in the waste hierarchy"
ent:0efceea178c206e9,REQUIRES,ent:b28fe31643a1778f,1,0.6,Remanufacture Use parts of a discarded product in a new product with the same function
ent:0efceea178c206e9,REQUIRES,ent:bf460eee8a37b2cc,1,0.6,Waste hierarchy Circular economy strategies Make a product redundant by abandoning its function or by offering Refuse the same function
ent:0efceea178c206e9,REQUIRES,ent:d703526383f5099f,1,0.6,Refurbish Restore an old product and bring it up to date (to a specific quality level)
ent:0f3217b7760c0b98,INVOLVES,ent:46bdce03dab352f4,1,1.0,steel beams were deconstructed and reused from the existing building on the site – City Place House
ent:0f3217b7760c0b98,INVOLVES,ent:61ef635d5d86fa10,1,1.0,Recipient building on same site - 2 Aldermanbury Square
ent:0f45765ff65b422f,ENABLES,ent:8782e659d2535a23,4,1.0,prevents the reuse of building materials even where this would be legitimate and would enhance circular economy outcomes | reuse of building materials even where this would be legitimate and would enhance circular economy outcomes | reuse of building materials even where this would be legitimate and would enhance circular economy outcomes
ent:0f5135ddd60eacec,APPLIES_TO,ent:77b4b5dc7a53caec,1,0.6,waste audits conducted by external auditors ahead of demolition could further support the mitigation
ent:0f5135ddd60eacec,ENABLES,ent:915b7157a6fe6f69,1,0.6,pre-demolition audits are an 'effective tool for enhancing CDW management practices'
ent:0f5135ddd60eacec,ENABLES,ent:f26e1d697007cd7f,1,1.0,Utilising existing information from previous stages like pre-demolition audits and testing during the deconstruction process will help plan
ent:0f5135ddd60eacec,INVOLVES,ent:38e6cbf747ded555,1,0.6,waste audits conducted by external auditors ahead of demolition could further support the mitigation
ent:0f5135ddd60eacec,INVOLVES,ent:6dd9a942597644ce,2,1.0,Pre-demolition audit | Stakeholder receiving material/ component | Pre-demolition audit Stakeholder receiving material/ component
ent:0f5135ddd60eacec,INVOLVES,ent:89510731ce4643f9,1,0.6,"Detailed Technical Survey Components (Structural intrusive investigations, MEP existing survey, façade existing survey)"
ent:0f5135ddd60eacec,INVOLVES,ent:d3b6e01e12ab976e,1,1.0,Update pre-demolition audit and confirm acceptance criteria and condition
ent:0f5135ddd60eacec,INVOLVES,ent:dd1140332e5b1e6b,1,0.6,"Detailed Technical Survey Components (Structural intrusive investigations, MEP existing survey, façade existing survey)"
ent:0f5135ddd60eacec,PRODUCES,ent:b4e45bfd70fec778,1,0.6,Best practices for Pre-demolition Audits ensuring high-quality Raw materials (PARADE) Project
ent:0f5135ddd60eacec,REFERENCES,ent:fd434b26e3459713,1,0.6,establish waste processing routes to fulfil waste reporting requirements. Targets for reuse/recycling (%)
ent:0f5135ddd60eacec,REQUIRES,ent:4252199c11dc8cfd,2,1.0,Update pre-demolition audit and confirm acceptance criteria and condition | Update pre-demolition audit and confirm acceptance criteria and condition
ent:0f5b3da5a89d9cc0,APPLIES_TO,ent:e25b1fc6cd054a7d,1,0.6,new government procurement policies for major transport projects
ent:0f5b3da5a89d9cc0,REQUIRES,ent:cebc20d1af1d452c,1,0.6,government procurement policies for major transport projects to optimise the use of recycled and reused Victorian material
ent:0f91be45d06a566a,APPLIES_IN,ent:06847c287fafb3dd,2,0.8,"Selective Demolition via Al in Leuven (Belgium) - Circu/ar Economy through Al (Sloopwijzer Project) | In a pilot case in Leuven, a building slated for partial demolition was used to test the Al's recommendations."
ent:0f91be45d06a566a,APPLIES_IN,ent:ce25299571e618df,1,0.6,Selective Demolition via Al in Leuven (Belgium) - Circu/ar Economy through Al (Sloopwijzer Project)
